,HotelName,Address,Originalprice,Amountpayable,Discount,Facilities,Ratings,Reviews,Roomquality,Location
568,OYO 16978 Hotel Sterling Inn,"Paharganj, Delhi·       5.0 km",4949.0,1386.0,71.0, Reception  Free Wi-Fi  Power backup  + 12 more,3.7,2171.0,Good,delhi
570,Flagship 88239 Rivaaz Guest House,"North Delhi, Delhi·       5.4 km",4918.0,1377.0,72.0, Reception  Free Wi-Fi  Power backup  + 18 more,2.6,36.0,Fair,delhi
571,OYO Townhouse 57 Gujranwala Town,"Tehsil, Delhi·       4.0 km",4657.0,1630.0,65.0, Free Wi-Fi  AC  TV ,3.3,3251.0,Fair,delhi
572,OYO Townhouse 1130 262 Kailash Enclave,"Harsh Vihar, Delhi·       9.0 km",2938.0,823.0,71.0, Elevator  Free Wi-Fi  Geyser  + 7 more,3.9,165.0,Good,delhi
573,OYO Townhouse 117 Punjabi Bagh,"Near Shivaji Park metro, North Avenue, Delhi·       9.1 km",5588.0,1565.0,71.0, Free Wi-Fi  CCTV cameras  AC  + 1 more,3.7,1784.0,Good,delhi
574,OYO 35981 Rohit Dx,"Ram Nagar, Delhi·       4.5 km",4014.0,1199.0,70.0, Reception  Free Wi-Fi  Refrigerator  + 17 more,3.7,354.0,Good,delhi
575,Collection O 702248 Hotel City,"WEA, Delhi·       5.7 km",3437.0,962.0,72.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,2.1,40.0,Fair,delhi
576,OYO 87292 Exotic Stay Gangaram Hospital,"New Delhi, Delhi·       5.0 km",6767.0,1895.0,72.0, Doctor on call  Reception  Ticket tour assistance  + 16 more,4.0,17.0,Very Good,delhi
577,OYO Townhouse 281 Harsh Vihar.,"Near Pitampura metro , Harsh Vihar, Delhi·       8.7 km",7985.0,2795.0,65.0, Free Wi-Fi  CCTV cameras  TV  + 1 more,3.8,789.0,Good,delhi
578,OYO Townhouse 057 Gujranwala Town,"Near Azadpur Metro Station, Delhi·       4.0 km",2394.0,838.0,65.0, Hair Dryer  AC  TV  + 6 more,2.9,22.0,Fair,delhi
579,Collection O 81379 Hotel Green Plaza,"H.no.-A3 block A Jagat Puri Red light near SBI bank Jagat Puri East Delhi, Delhi·       7.7 km",2875.0,1006.0,65.0, Private entrance  Free Wi-Fi  Power backup  + 6 more,4.0,456.0,Very Good,delhi
580,OYO Flagship 703893 Sr Residency,"Block B, Delhi·       9.7 km",1617.0,453.0,71.0, Geyser  Power backup  AC  + 2 more,3.6,509.0,,delhi
582,OYO Flagship 703228 Hotel Hans Dx,"Delhi, Delhi·       4.5 km",3328.0,932.0,72.0, Geyser  Power backup  AC  + 2 more,2.9,12.0,Fair,delhi
583,Capital O 88320 Hotel Grand Stays,"Delhi, Delhi·       4.4 km",6795.0,2378.0,65.0, Reception  Ticket tour assistance  Caretaker  + 16 more,2.8,47.0,Fair,delhi
584,OYO Flagship 702203 The Park Avenue,"near metro pillar no 114, Delhi·       6.7 km",2197.0,615.0,72.0, Elevator  Free Wi-Fi  Geyser  + 6 more,1.9,11.0,Fair,delhi
585,OYO 703287 Neelam Hotels,"Arya Nagar, Delhi·       4.5 km",2241.0,628.0,71.0, Elevator  Geyser  AC  + 5 more,3.6,509.0,,delhi
586,OYO Flagship HOME 78798 Designer Stay,"Shalimar Bagh, Delhi·       6.0 km",2105.0,590.0,71.0, Elevator  Parking facility  Free Wi-Fi  + 8 more,1.0,509.0,Fair,delhi
587,Capital O 12148 Flyover Inn,"Near Shivaji Park, Shakurbasti, Delhi·       9.0 km",5271.0,1845.0,65.0, Free Wi-Fi  Bedside Table / Desk  AC  + 9 more,3.0,293.0,Fair,delhi
588,OYO 703421 Lakshya Oyo,"mandoli delhi, Delhi·       7.3 km",1979.0,554.0,72.0, Geyser  Power backup  AC  + 2 more,3.6,509.0,,delhi
589,OYO Townhouse 511 Divino,"Netaji Subash Palace, Delhi·       6.4 km",5174.0,1449.0,71.0, Reception  Ticket tour assistance  Free Wi-Fi  + 15 more,3.7,1951.0,Good,delhi
590,OYO Flagship 62176 Delight Stay,"Centrally Located, Near Nirman Vihar, Guru Angad Nagar West, Delhi·       7.9 km",2651.0,949.0,64.0, Private entrance  Free Wi-Fi  Power backup  + 12 more,3.6,139.0,Good,delhi
591,OYO Flagship 70358 Hotel Sg,"Darya Ganj Paharganj, Delhi·       4.8 km",4025.0,1409.0,64.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,delhi
592,OYO Flagship 701855 Hotel Nirman,"Haiderpur, Delhi·       8.3 km",2142.0,600.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 6 more,2.1,13.0,Fair,delhi
593,OYO Flagship 702320 Hare Krishna Guest House,"New Delhi, Delhi·       5.0 km",5127.0,1436.0,71.0, Elevator  Free Wi-Fi  Geyser  + 6 more,3.5,36.0,Good,delhi
594,OYO Flagship 703731 Discovery Stay,"C1 main road gazipur  opposite shyam dairy, Delhi·       9.7 km",2542.0,599.0,76.0, Geyser  Power backup  AC  + 1 more,4.1,10.0,Very Good,delhi
595,OYO 82131 Sahani Guest House,"Central Delhi, Delhi·       4.6 km",7894.0,1484.0,81.0, Doctor on call  Reception  Free Wi-Fi  + 14 more,1.0,509.0,Fair,delhi
596,Townhouse 619 Hotel Church House Rohini,"Above Axis Bank, Near JIMS, Sector 15, Rohini, Delhi·       9.9 km",4882.0,1709.0,64.0, Parking facility  Free Wi-Fi  Power backup  + 8 more,3.6,2041.0,Good,delhi
597,Townhouse 619 Hotel Church House Rohini,"Above Axis Bank, Near JIMS, Sector 15, Rohini, Delhi·       9.9 km",4882.0,1709.0,64.0, Parking facility  Free Wi-Fi  Power backup  + 8 more,3.6,2041.0,Good,delhi
598,OYO Townhouse 331 Vat Hotels,"Near Karkari Morh Flyover,, Hargobind Enclave, Delhi·       8.7 km",6819.0,2387.0,64.0, Parking facility  Reception  Free Wi-Fi  + 10 more,3.3,2112.0,Fair,delhi
599,OYO Flagship 70362 M Stays,"Block D, Delhi·       8.2 km",1599.0,599.0,62.0, Geyser  Power backup  AC  + 2 more,3.6,509.0,,delhi
600,Townhouse 750 Billa's Jyot,"Near RK Ashram Metro Station, Delhi·       5.1 km",6919.0,2422.0,64.0,No Facilities,3.1,505.0,Fair,delhi
601,OYO Flagship 10562 Kumar palace,"Near New Delhi Railway Station, Delhi·       4.6 km",2699.0,1199.0,55.0, Elevator  Free Wi-Fi  Geyser  + 5 more,2.7,37.0,Fair,delhi
602,OYO Flagship 703238 The Star Inn,"Metro pillar-52, Delhi·       8.2 km",2725.0,763.0,72.0, Geyser  Power backup  AC  + 2 more,3.6,509.0,,delhi
605,OYO 9233 Hotel Cottage Lord Krishna,"Centrally Located, Near new delhi railway station, Main Bazar Rd, Delhi·       5.1 km",3674.5,1063.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 7 more,2.7,251.0,Fair,delhi
606,OYO 27156 Roma Dx,"paharganj, Delhi·       4.5 km",3674.5,1063.0,71.0, Reception  Free Wi-Fi  Power backup  + 14 more,3.7,980.0,Good,delhi
607,OYO 24436 Ramji 7 Grand,"Near Kirti Nagar Metro Station, Delhi·       8.6 km",3674.5,1063.0,71.0, Reception  Free Wi-Fi  Power backup  + 16 more,3.9,768.0,Good,delhi
608,Collection O 83831 Golden Key,"Near Rajdhani College, Delhi·       9.8 km",3674.5,1063.0,71.0, Reception  Ticket tour assistance  Caretaker  + 23 more,3.4,1161.0,Fair,delhi
609,Flagship 75037 Kings Stay,"Near Rani Bagh Road, Mahindra Park, Delhi·       8.3 km",3674.5,1063.0,71.0, Free Wi-Fi  CCTV cameras  Power backup  + 6 more,4.1,1034.0,Very Good,delhi
610,OYO 77604 Urbans Room,"Central Delhi, Delhi·       1.7 km",3674.5,1063.0,71.0, Doctor on call  Reception  Ticket tour assistance  + 18 more,3.4,323.0,Fair,delhi
611,OYO 22355 Hotel Istay,"Near New Delhi Railway Station, Delhi·       5.1 km",3674.5,1063.0,71.0, Reception  Free Wi-Fi  Power backup  + 13 more,3.7,531.0,Good,delhi
612,OYO 91490 Hotel International Dream,"Paharganj, Delhi·       4.6 km",3674.5,1063.0,71.0, Elevator  Free Wi-Fi  Geyser  + 8 more,4.4,74.0,Very Good,delhi
613,OYO 74753 Sushma Ssadan,"Sawan Park Ashok Vihar Phase 3 Model Town Tehsil, Delhi·       3.7 km",3674.5,1063.0,71.0, Parking facility  Reception  Free Wi-Fi  + 9 more,3.3,735.0,Fair,delhi
614,OYO 37843 Hotel Stay Inn,"Near New Delhi Railway Station, Delhi·       4.8 km",3674.5,1063.0,71.0, Hair Dryer  Reception  Free Wi-Fi  + 16 more,3.2,98.0,Fair,delhi
615,OYO Flagship 70357 Santosh Residency,"Vishwas Nagar, Delhi·       7.5 km",3674.5,1063.0,71.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,delhi
616,OYO Townhouse 118 Gagan Vihar,"Near rg stone hospital , Hargobind Enclave, Delhi·       8.6 km",3674.5,1063.0,71.0, Free Wi-Fi  CCTV cameras  AC  + 1 more,3.2,4463.0,Fair,delhi
617,OYO 14710 Hotel Pallvi Palace,"8572 Arakashan Road, Pahar Ganj , New Delhi 110055·       4.6 km",3674.5,1063.0,71.0, Free Wi-Fi  Power backup  Card payment  + 14 more,4.1,1351.0,Very Good,delhi
618,SPOT ON 702129 Lovely Guest House,"110092, Delhi·       8.3 km",3674.5,1063.0,71.0, Free Wi-Fi  Geyser  CCTV cameras  + 5 more,2.9,20.0,Fair,delhi
619,OYO Flagship 804614 R K Residency ,"Flat no 3 near fair deal south Ganesh nagar, Delhi·       9.4 km",3674.5,1063.0,71.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,delhi
620,OYO Flagship IAE523 R K Residency ,"488/5A MCD Primary School  Dilshad garden, Delhi·       8.5 km",3674.5,1063.0,71.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,delhi
621,OYO 68234 Unique,"Near Lakkar Bazar Bus Stand, Mall Road, Shimla ·       0.2 km",2889.0,809.0,72.0, Reception  Free Wi-Fi  Power backup  + 9 more,3.1,128.0,Fair,shimla
622,Flagship 82956 Hotel Yadgar," Kali Bari Mandir, Fingask Estate, Shimla.·       0.7 km",3706.0,947.0,74.0, Reception  Ticket tour assistance  Caretaker  + 30 more,3.3,316.0,Fair,shimla
623,Flagship 83108 Hotel Shimla View," Below old police barrier, Shimla·       3.2 km",2663.0,861.0,67.0, Doctor on call  Reception  Ticket tour assistance  + 17 more,4.4,731.0,Very Good,shimla
624,OYO Home 78241 Sam Villa Studio," Sam villa , ground floor , kanlog , Shimla·       1.3 km",4529.0,1585.0,65.0, Free Wi-Fi  Geyser  CCTV cameras  + 2 more,4.7,489.0,Excellent,shimla
625,OYO Home 77721 Krishna Monal Delightful Stay,"Shimla Manali highway, Totu, Shimla·       5.2 km",2837.0,794.0,72.0,No Facilities,4.0,244.0,Very Good,shimla
626,OYO Flagship 703406 hotel himachal,"Cart Road, Shimla·       0.4 km",3425.0,1199.0,64.0, AC  TV ,3.6,509.0,,shimla
627,Capital O 700610 Hotel Leisure Inn,"MRF Showroom, Kachi Ghati, Shimla·       3.6 km",3714.0,1012.0,72.0, Reception  Ticket tour assistance  Caretaker  + 16 more,4.7,13.0,Excellent,shimla
628,OYO 83701 Hotel C Shimla,"Near Radisson Hotel Pagog Road, Badash Shimla·       1.1 km",3254.0,1139.0,65.0, Reception  Ticket tour assistance  Free Wi-Fi  + 14 more,2.7,16.0,Fair,shimla
629,OYO Home 78557 Nice View Home Stay,"3rd Floor, Sam Villa, Kanlog, Shimla·       1.4 km",6152.0,2153.0,65.0, Free Wi-Fi  Geyser  CCTV cameras  + 2 more,4.8,327.0,Excellent,shimla
631,OYO Flagship 702571 Hotel Himani Mall Road,"near Mall Road, Shimla·       0.7 km",2677.0,1399.0,47.0, Free Wi-Fi  Geyser  CCTV cameras  + 4 more,4.5,49.0,Excellent,shimla
632,OYO Flagship 702623 Tara Aanchal Huts,"Shoghi Bypass Road Near APG University, Shimla·       4.6 km",1874.0,486.0,74.0, Free Wi-Fi  Geyser  CCTV cameras  + 4 more,3.6,509.0,,shimla
633,POP HOME 87607 Vinayak House,"Himachal Pradesh , Shimla·       9.2 km",3982.0,1394.0,64.0, Free Wi-Fi  Geyser  CCTV cameras  + 3 more,4.6,13.0,Excellent,shimla
634,Capital O 86079 Tourist Homes,"Below old barrier, near shimla view hotel, harinagar, shimla·       3.2 km",2808.0,983.0,64.0, Reception  Ticket tour assistance  Free Wi-Fi  + 16 more,3.8,102.0,Good,shimla
635,OYO 93030 Sukhdham Homestay,"Near APG University Beolia, Shogi, Shimla·       4.5 km",4062.0,1138.0,71.0, Reception  Ticket tour assistance  Caretaker  + 15 more,4.6,509.0,Excellent,shimla
636,OYO Flagship 703056 Solo Home Shimla,"kachi ghati, Shimla·       3.4 km",1799.0,591.0,67.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,shimla
637,OYO Flagship 70388 Aston Shimla Hills,"Himachal Pradesh, Shimla·       3.2 km",4954.0,1734.0,65.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,shimla
638,OYO Flagship 70383 Kudrat Home Stay,"near Sankat Mochan  new friends colony, Shimla·       3.7 km",4954.0,1734.0,65.0, Geyser  Power backup  Kitchen ,3.6,509.0,,shimla
639,Capital O 43476 Oyo Flagship (shm651)(vatika Resorts),"Near Shoghi , Khushala Top V, Shimla·       8.5 km",2603.0,621.0,76.0, Parking facility  Reception  Garden/Backyard  + 14 more,3.1,13.0,Fair,shimla
640,OYO 46779 Moksh Villa,"Near Sankat Mochan Temple, Shimla·       3.7 km",2779.0,973.0,64.0, Parking facility  Reception  Power backup  + 16 more,3.1,102.0,Fair,shimla
641,OYO 40149 Hotel Divine Point,"Old Junga, Shimla ·       9.1 km",2764.0,967.0,65.0, Private entrance  Reception  Free Wi-Fi  + 16 more,4.3,509.0,Very Good,shimla
642,OYO Flagship 703056 Solo Home Shimla,"kachi ghati, Shimla·       3.4 km",1799.0,591.0,67.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,shimla
643,OYO Flagship 70388 Aston Shimla Hills,"Himachal Pradesh, Shimla·       3.2 km",4954.0,1734.0,65.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,shimla
645,OYO 86375 Paridhi Verma Homestay,"Shoghi lgroo road, Batiana, Shimla·       7.8 km",3260.0,968.0,70.0, Reception  Ticket tour assistance  Caretaker  + 23 more,2.7,509.0,Fair,shimla
646,OYO 80523 Hotel The Himsutra,"Bhattakufer Road, Sanjauli, Shimla ·       3.7 km",2779.0,973.0,64.0, Parking facility  Security  Car Rentals  + 19 more,1.7,509.0,Fair,shimla
647,OYO Flagship 70383 Kudrat Home Stay,"near Sankat Mochan  new friends colony, Shimla·       3.7 km",4954.0,1734.0,65.0, Geyser  Power backup  Kitchen ,3.6,509.0,,shimla
648,OYO Flagship 78140 Exotic View Homes,"Shimla, Shimla·       2.2 km",3968.0,1299.0,67.0, Parking facility  Geyser  Power backup  + 5 more,3.0,81.0,Fair,shimla
649,OYO Flagship 70402 Hotel Rohit,"plot no 12 Kachi ghati, Shimla·       3.7 km",4954.0,1734.0,65.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,shimla
650,OYO 83701 Hotel C Shimla,"Near Radisson Hotel Pagog Road, Badash Shimla·       1.1 km",3254.0,1139.0,65.0, Reception  Ticket tour assistance  Free Wi-Fi  + 14 more,2.7,16.0,Fair,shimla
651,OYO Home 62436 Classical Stay Shoghi,"Anandpur Road, Shoghi, Shimla·       9.3 km",1729.0,581.0,66.0, Parking facility  Free Wi-Fi  Geyser  + 7 more,3.0,509.0,Fair,shimla
652,OYO 46779 Moksh Villa,"Near Sankat Mochan Temple, Shimla·       3.7 km",2779.0,973.0,64.0, Parking facility  Reception  Power backup  + 16 more,3.1,102.0,Fair,shimla
653,OYO Home 78139 Avon Studio Rooms Sam Villa Kanlog,"Bypass road, Kanlog, Shimla  ·       1.3 km",3674.5,1063.0,71.0, Free Wi-Fi  CCTV cameras  Card payment  + 2 more,4.5,445.0,Excellent,shimla
654,OYO Home 78009 Avon Villa Kanlog," Bypass Road, Kanlog, Shimla ·       1.4 km",3674.5,1063.0,71.0, Parking facility  Free Wi-Fi  Geyser  + 5 more,4.7,741.0,Excellent,shimla
655,OYO Flagship 703110 Ghumo G,"kachighati, Shimla·       1.1 km",3674.5,1063.0,71.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,shimla
656,OYO Flagship 24294 Pahuna Upvan,"Near Naldehra Bus Stop, Naldehra, Shimla·       1.1 km",3674.5,1063.0,71.0, Parking facility  Reception  Free Wi-Fi  + 18 more,1.0,509.0,Fair,shimla
657,OYO 11095 Hotel Sai Stay Inn,"Near JCB Public School, Sector-3, Shimla·       2.6 km",3674.5,1063.0,71.0, Free Wi-Fi  Balcony  Bedside Table / Desk  + 13 more,3.4,104.0,Fair,shimla
658,Flagship 2844 Dewa Goa Hotel,"Near Domino's, Dabolim, Goa·       14.0 km",7645.0,2141.0,71.0, Free Wi-Fi  AC  TV  + 7 more,3.5,428.0,Good,goa
659,Flagship 83509 Savita Holiday Goa,"North Goa, Goa·       16.2 km",4628.0,1584.0,65.0, Hair Dryer  Parking facility  Reception  + 17 more,3.6,238.0,Good,goa
660,Collection O 703022 Baga Beach Side Resort,"Saunta Vaddo, Goa·       17.8 km",5241.0,1468.0,71.0, Geyser  Power backup  AC  + 2 more,3.3,23.0,Fair,goa
661,Townhouse OAK Kris Dane's Resort ,"North Goa, Goa·       16.3 km",5608.0,1570.0,72.0, Reception  King Sized Bed  TV  + 40 more,3.7,302.0,Good,goa
662,OYO 10237 Baga heritage resort,"Near Blue Whale Water Park, Goa·       18.3 km",5104.0,946.0,81.0, Parking facility  Free Wi-Fi  Geyser  + 7 more,3.5,90.0,Good,goa
663,OYO Flagship 703483 Hotel Ocean View ,"Mormugao South Goa , Goa·       14.6 km",6265.0,2193.0,65.0, Elevator  Geyser  Power backup  + 4 more,3.6,509.0,,goa
664,Collection O 70331 Hotel Sangia,"Near Dona Paula Circle, Goa·       12.4 km",8331.0,2333.0,72.0, Elevator  Geyser  Power backup  + 3 more,3.6,509.0,,goa
665,OYO Home 79697 Elegant Studios Near Porvorim,"Aradi Socorro, Goa·       10.2 km",5082.0,1779.0,64.0, Parking facility  Free Wi-Fi  Power backup  + 8 more,4.0,315.0,Very Good,goa
667,OYO 701976 Casa De Gama Pinto,"India, Goa·       14.2 km",5985.0,1676.0,72.0, Reception  Geyser  CCTV cameras  + 6 more,4.1,27.0,Very Good,goa
668,OYO 76729 Delma Merchant's Guest House,"North Goa, Goa·       17.4 km",6904.0,1933.0,72.0, Living Room  Cot  Washing Machine  + 35 more,3.5,132.0,Good,goa
669,SPOT ON 701751 S.k Guest House,"India, Goa·       16.0 km",8319.0,2330.0,71.0, Reception  Geyser  AC  + 7 more,4.6,39.0,Excellent,goa
670,OYO 87156 Pradeep Guest House,"403518, Goa·       17.8 km",6448.0,2257.0,65.0, Parking facility  Reception  Free Wi-Fi  + 17 more,4.4,349.0,Very Good,goa
671,Capital O 93625 Tropical Beach Resort,"North Goa, Goa·       14.9 km",5945.0,1665.0,71.0, Refrigerator  King Sized Bed  Attached Washroom  + 7 more,3.8,57.0,Good,goa
672,Flagship 60494 Dewa,"Near Airport, Dabolim, Goa·       14.3 km",5294.0,1482.0,72.0, Free Wi-Fi  Power backup  24/7 check-in  + 18 more,3.0,189.0,Fair,goa
673,OYO Flagship 703779 Elegant 1bhk Dona Paula,"Goa, Goa·       11.2 km",8359.0,2341.0,71.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,goa
674,OYO 92870 Shree Sai Holiday Homes,"North Goa, Goa·       17.0 km",7974.0,2791.0,65.0, Parking facility  Reception  Ticket tour assistance  + 21 more,2.4,78.0,Fair,goa
675,Townhouse OAK 7 Spices,"North Goa, Goa·       15.6 km",11002.0,2032.0,81.0, Reception  Power backup  Garden/Backyard  + 31 more,3.5,393.0,Good,goa
676,OYO 85326 Corinthia Boutique Rooms,"North Goa, Goa·       15.2 km",6654.0,2329.0,65.0, Reception  Free Wi-Fi  Caretaker  + 9 more,4.3,230.0,Very Good,goa
677,OYO Flagship 703107 Declassio By Goa's Pearl,"Goa, Goa·       12.8 km",3339.0,1169.0,64.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,goa
678,OYO 9518  Casa Amoura,"Baga, Goa·       18.2 km",5001.0,1400.0,72.0, Parking facility  Free Wi-Fi  Geyser  + 7 more,2.0,21.0,Fair,goa
679,OYO Flagship 703433 Casa De Kaziranga,"Escrivao Vaddo, Goa·       15.6 km",5989.0,2096.0,65.0, Geyser  AC  Power backup  + 4 more,3.6,509.0,,goa
680,OYO 92870 Shree Sai Holiday Homes,"North Goa, Goa·       17.0 km",7974.0,2791.0,65.0, Parking facility  Reception  Ticket tour assistance  + 21 more,2.4,78.0,Fair,goa
681,OYO 93627 Durg Holiday Stay,"North Goa, Goa·       16.4 km",6584.0,2304.0,65.0, Hair Dryer  Reception  Free Wi-Fi  + 12 more,4.1,25.0,Very Good,goa
682,Flagship 83890 Star Home Anjuna,"North Goa, Goa·       18.8 km",6597.0,2309.0,65.0, Parking facility  Ticket tour assistance  Reception  + 16 more,2.4,154.0,Fair,goa
683,OYO 8792 Caring Holiday Resort,"India Goa GoaIndia403516, Goa·       16.2 km",9791.0,2742.0,71.0, Parking facility  Geyser  CCTV cameras  + 4 more,1.0,509.0,Fair,goa
684,OYO Flagship 61323 Sk's Da Villa,"Vikas Nagar, Carambolim, Goa·       15.4 km",5349.0,1498.0,71.0, Parking facility  Free Wi-Fi  Geyser  + 8 more,2.0,509.0,Fair,goa
685,POP 702136 Jerry House,"Calangute road, Goa·       17.2 km",3311.0,1159.0,65.0, Elevator  Free Wi-Fi  Geyser  + 7 more,3.6,509.0,,goa
686,OYO Flagship 703779 Elegant 1bhk Dona Paula,"Goa, Goa·       11.2 km",8359.0,2341.0,71.0, Geyser  Power backup  AC  + 1 more,3.6,509.0,,goa
687,Flagship 49856 Kajal Guest House,"Calangute, Goa·       16.8 km",6262.0,1754.0,71.0, Reception  Power backup  24/7 check-in  + 10 more,3.3,86.0,Fair,goa
688,"OYO 85106 Hotel Elvin,s Place","North Goa, Goa·       16.9 km",7342.0,2056.0,72.0, Parking facility  Reception  Ticket tour assistance  + 16 more,2.6,100.0,Fair,goa
689,OYO Flagship 703059 Laxmi Guest House,"Anjuna Mapusa Road Goa GoaIndia403509, Goa·       19.8 km",4955.0,1734.0,65.0, Geyser  Power backup  AC  + 2 more,3.6,509.0,,goa
690,OYO 22728 Exalt Resort,"1, Anjuna, Arpora, Goa·       17.9 km",3327.0,932.0,71.0, Hair Dryer  Free Wi-Fi  Power backup  + 12 more,3.0,19.0,Fair,goa
691,Townhouse OAK Kris Dane's Resort ,"North Goa, Goa·       16.3 km",5608.0,1570.0,72.0, Reception  King Sized Bed  TV  + 40 more,3.7,302.0,Good,goa
692,Flagship 88997 Cathsil Cottages,"North Goa, Goa·       16.9 km",7594.0,2658.0,65.0, Doctor on call  Reception  Caretaker  + 11 more,2.5,59.0,Fair,goa
693,OYO Flagship 703483 Hotel Ocean View ,"Mormugao South Goa , Goa·       14.6 km",6265.0,2193.0,65.0, Elevator  Geyser  Power backup  + 4 more,3.6,509.0,,goa
694,Capital O 84338 Goodstays,"North Goa, Goa·       12.0 km",7322.0,2819.0,61.0, Parking facility  Reception  Free Wi-Fi  + 15 more,3.4,746.0,Fair,goa
695,SPOT ON 64796 Sea View Stays Candolim,Candolim Beach Goa·       16.1 km,3325.0,1164.0,64.0, Parking facility  Reception  Attached Washroom  + 13 more,2.7,36.0,Fair,goa
696,OYO 87132 Mahamaya Holiday Inn,"North Goa, Goa·       16.3 km",6774.0,2371.0,65.0, Doctor on call  Reception  Caretaker  + 23 more,3.5,11.0,Good,goa
697,OYO 93158 Atlanta Resort,"403518, Goa·       17.0 km",4597.0,1609.0,65.0, Parking facility  Reception  Caretaker  + 15 more,2.6,26.0,Fair,goa
698,Collection O 703582 Adam Beachside Resort By Joaquim,"Bardez Goa 403516, Goa·       17.8 km",9334.0,3267.0,65.0, Geyser  Power backup  AC  + 2 more,3.6,509.0,,goa
699,Flagship 83509 Savita Holiday Goa,"North Goa, Goa·       16.2 km",4628.0,1584.0,65.0, Hair Dryer  Parking facility  Reception  + 17 more,3.6,238.0,Good,goa
700,OYO 93117 Heaven Class,"North Goa, Goa·       16.1 km",6925.0,2424.0,65.0, Reception  Geyser  CCTV cameras  + 8 more,2.9,12.0,Fair,goa
701,Townhouse OAK Hotel Mannat Goa,"India , Goa·       16.5 km",5574.0,1951.0,65.0, Elevator  Free Wi-Fi  Geyser  + 7 more,3.6,509.0,,goa
702,OYO Home 78234 2bhk Spacious Holiday Home,"Bardez, Goa·       13.4 km",5518.0,1931.0,65.0, Private entrance  Parking facility  Free Wi-Fi  + 15 more,2.9,233.0,Fair,goa
703,Collection O 75600 Aqualura Verem Rd,"Near Petrol Pump, Nerul- Candolim Rd, Goa·       11.4 km",9405.0,3292.0,65.0, Private entrance  Parking facility  Reception  + 15 more,3.8,1406.0,Good,goa
704,OYO 76729 Delma Merchant's Guest House,"North Goa, Goa·       17.4 km",6904.0,1933.0,72.0, Living Room  Cot  Washing Machine  + 35 more,3.5,132.0,Good,goa
705,Flagship 4195 Clausil Inn,"Near Miramar Beach, Panjim, Goa·       10.6 km",3674.5,1063.0,71.0, Free Wi-Fi  Geyser  Power backup  + 6 more,4.5,607.0,Excellent,goa
706,Collection O 75550 Holy Cross Home Stays,"Near Santa Cruz Church, Panjim, Goa·       7.7 km",3674.5,1063.0,71.0, Free Wi-Fi  Geyser  AC  + 7 more,4.2,368.0,Very Good,goa
707,OYO 2686 Hotel Shaurya,"Near Panaji KTC Bus Stand, Panjim, Goa·       5.2 km",3674.5,1063.0,71.0, Reception  Power backup  Security  + 33 more,3.8,530.0,Good,goa
708,Flagship 60088 Omkar Guest House,"Centrally Located, Near Ram Temple, Panjim, Goa·       9.0 km",3674.5,1063.0,71.0, Reception  Free Wi-Fi  24/7 check-in  + 14 more,4.3,974.0,Very Good,goa
710,Flagship 2863 Hotel 4 Pillar's,"Near Community Centre, Panjim, Goa·       8.5 km",3674.5,1063.0,71.0, Free Wi-Fi  Geyser  AC  + 5 more,4.0,310.0,Very Good,goa
711,OYO 17147 Route 77,"Naika Wado, Calangute, Goa·       15.8 km",3674.5,1063.0,71.0, Elevator  Free Wi-Fi  Geyser  + 7 more,4.1,525.0,Very Good,goa
712,OYO 68034 Roshan Villa,"Near Goa Centre For The Arts, Altinho, Goa·       8.8 km",3674.5,1063.0,71.0, Private entrance  Parking facility  Reception  + 14 more,4.0,486.0,Very Good,goa
713,OYO Home 82448 Decent Home Stay Baga,"Baga Calangute Road, Goa·       17.1 km",3674.5,1063.0,71.0, Parking facility  Private entrance  Free Wi-Fi  + 8 more,4.2,167.0,Very Good,goa
714,OYO 65007 Oceana The Holiday Home,"Panaji, Goa·       9.2 km",3674.5,1063.0,71.0, Reception  Free Wi-Fi  Caretaker  + 19 more,3.7,122.0,Good,goa
715,OYO 702318 Lake View Inn,"India, Goa·       2.5 km",3674.5,1063.0,71.0, Doctor on call  Parking facility  Reception  + 21 more,3.6,509.0,,goa
716,OYO 92630 Bharat Holiday Home,"North Goa, Goa·       15.1 km",3674.5,1063.0,71.0, Seating area  Mini Fridge  CCTV cameras  + 7 more,4.2,60.0,Very Good,goa
717,OYO 80204 Collection O Villa Da Flor,"Goa India , Goa·       17.2 km",3674.5,1063.0,71.0, Parking facility  Reception  Free Wi-Fi  + 18 more,3.7,104.0,Good,goa
